ztfname,ra,dec
ZTF20acvemao,135.0724802,-1.4096727
ZTF21aagpbkj,135.0886926,23.1455403
ZTF18abzpbpi,135.1315547,36.4619436
ZTF19aarstfg,135.278579,52.6510803
ZTF21aavxruq,135.3058616,10.437367
ZTF22aaacdfe,135.4774039,8.6355841
ZTF20aaormnl,135.5311489,12.3616753
ZTF19aamgttu,135.6448578,14.5244987
ZTF18adazbol,135.6518416,11.4860364
ZTF23aaiyamo,135.667061,22.2277076
ZTF21acpompz,135.6941831,-11.3998208
ZTF21aaxgzrn,135.7094858,52.3832558
ZTF22aacdfsw,135.8718046,53.4964889
ZTF21abzlujs,135.8766122,23.0327762
ZTF20aatwonv,135.9489274,29.1591923
ZTF20aaaxerd,135.9536232,-5.5668407
ZTF21achiyue,136.0012887,8.135533
ZTF19acvrigb,136.0328823,39.6783915
ZTF21aarmkuj,136.1089232,8.0127579
ZTF18aczddnw,136.15380290000002,-19.78599855
ZTF21aclypvs,136.3546324,-7.8146063
ZTF21aaraqpr,136.5348002,-3.2975054
ZTF21aalnhby,136.6691059,80.9395017
ZTF19aaekvhn,136.8456735,75.7811013
ATLAS21bnhv,136.88,18.43603055555556
ZTF22aaacaix,136.8800307,18.4360968
ZTF21aagoeny,136.9369306,-13.3093923
ZTF21acpwbxp,136.9971415,52.0945273
ZTF19acgdxel,137.0608879,1.5407884
ZTF20aanrdek,137.1173798,1.8791318
ZTF21aalenaa,137.1778132,13.1035921
ZTF19acxndsk,137.1985486,55.5034015
ZTF19adcdgca,137.2246316,55.3191278
ZTF19acbvllm,137.24303235,12.42727125
ZTF18adacoaj,137.3155113,13.3854968
ATLAS22bap,137.32030416666666,20.11330555555556
ZTF20achdcni,137.4400943,55.061013
ZTF21aaxjpsw,137.5360675,-27.6240551
ZTF19acrwzqs,137.799265,37.2697508
ZTF21aacscvb,137.8403719,77.5600792
ZTF20aarcpql,137.9834069,27.9004424
ZTF19aakxwqu,138.0260548,15.9101494
ZTF22abvuybj,138.0545841,8.134963
ZTF21achyvno,138.1494485,34.8550482
ZTF21acjxsrf,138.1708856,16.1330809
ZTF18aczdapb,138.2011468,27.1286342
ZTF18acrgunw,138.2021629,36.2281055
ZTF21abalnud,138.291805,51.5338735
ZTF21aalezap,138.2937442,7.2437579
ZTF20aaqnnrn,138.3606817,16.4346006
ZTF20aavvjie,138.4088531,13.3316424
ZTF20aawcjrx,138.5354801,56.0902566
ZTF20abyyvrw,138.5375748,40.0780014
ZTF22aabhtsw,138.5739543,37.1814377
ZTF20aaublmd,138.6136402,-10.2629411
ZTF22abunjts,138.7534553,22.5894874
ZTF20aayngca,138.7694469,10.2587281
ZTF21acjurqj,138.8815761,79.3863142
ZTF19adcbpcj,138.9142023,14.323109
ZTF20aamcvyp,139.0314706,-8.9688334
ZTF21acpanoy,139.0776664,42.3896956
ZTF21acgumnf,139.0893695,17.7278291
ZTF18aabsygo,139.0922299,10.2317214
ZTF21aappehx,139.1042549,-17.3562205
ZTF21acnveyk,139.1256254,-8.2040971
ZTF23aafsglu,139.2081335,20.1783465
ZTF22abybwdz,139.2375969,20.1716142
ZTF20aclgnds,139.3389124,33.8887965
ZTF22abzjltj,139.3519498,14.2507534
ZTF18aaznkid,139.4993812,50.0021204
ZTF23aaapldg,139.5147563,-22.66048
ZTF22aabqtrq,139.5860479,41.0316983
ZTF21aaxgzln,139.5996801,39.3809614
ZTF20aaynavi,139.6201199,10.3176397
ZTF20aaavvlv,139.6237443,28.1415733
ZTF20actvgsy,139.6996146,30.3545922
ZTF23aaajtqn,139.8852677,-1.1929349
ZTF20aanyepz,140.1094055,-3.4049801
ZTF22aaekgxv,140.1501518,34.2496582
ZTF21acefbte,140.2118824,42.2721737
ZTF18accnlji,140.3005928,33.7228407
ATLAS22cll,140.55910833333334,-20.72369722222222
ZTF22aaarpet,140.5591207,-20.7235563
ZTF22abnehge,140.5860405,28.8046481
ZTF21aafcifk,140.5966919,62.490099
ZTF18accngee,140.6422235,9.5559404
ZTF19abymvpq,140.7311906,54.0281313
ZTF18aahoymn,140.7448146,9.0696574
ZTF22aajhlat,140.8985609,77.6211721
ZTF22aaacswh,141.0281532,63.4748398
ZTF19aczjsqn,141.0293706,2.368712
ZTF21aaydbtk,141.03463,3.9352353
ZTF20acfvqjl,141.0678871,49.2484661
ZTF18acsovsw,141.1573378,25.3951176
ZTF22abnemvx,141.1602098,39.1368492
ZTF19aclhohd,141.2535349,1.8885244
ZTF22absxaxv,141.3535811,-10.6119806
ZTF19aamjvie,141.3617571,58.3141978
ZTF21aaqyetj,141.3888656,-24.7650206
ZTF19acxozhr,141.4164201,13.1372048
ZTF19aampyum,141.5104584,18.9401569
ZTF20acpwjus,141.6385805,-1.6502581
ZTF19acxolhu,141.6428687,-1.6502818
ZTF21acoqfar,141.6584592,47.2129381
ZTF21aatjavc,141.6618571,-7.087193
ZTF22abynlvk,141.8760557,9.6819617
ZTF19aamgjtz,141.882017,5.6532053
ZTF19achtewn,141.9021193,37.009482
ZTF20aaichor,141.9186442,35.5300912
ZTF21aagnwkk,141.9879607,12.7913142
ZTF19aapcvxi,142.0061182,4.0120691
ZTF23aaczaua,142.1235557,7.5703075
ZTF20aaojrsc,142.1415948,14.9936661
ZTF20aagloch,142.1644486,55.1765449
ZTF19actnwlw,142.1763427,50.7870887
ZTF18acvwgdu,142.1853012,-5.751942
ZTF20ackhzba,142.208212,46.6532636
ZTF20acvkqxy,142.2246454,40.8891235
ZTF18aaasvcd,142.2296524,49.23812735
ZTF20acogywb,142.2433538,-14.8056382
ZTF22abvasxc,142.3092623,26.7937592
ZTF18acqsfxh,142.3412174,54.0078752
ZTF22aagtxzo,142.3742959,23.3547798
ZTF21aawxdbc,142.4079328,-6.9384508
ZTF18acnbeuu,142.4223801,49.2125547
ZTF23aadwlhl,142.5685963,26.6453656
ZTF20acusqsp,142.593895,-21.4536237
ZTF18accnnyu,142.6242446,16.3436539
ZTF19adcbxkw,142.6720967,21.4559102
ZTF20actvgjx,142.764153,23.8851531
ZTF22aajrdad,142.7719973,20.0688875
PS22jz,142.89890416666665,63.09428333333334
ZTF23aaajyjb,142.9048422,-2.299497
ZTF19aalcyfd,142.9068348,41.3220727
ZTF22abgvdis,142.9417299,27.5441859
ZTF21aagojfe,142.9736917,35.5517845
ZTF19aclhnkd,142.9753885,-5.0326214
ZTF21aaqizwm,143.0541345,26.4151035
ZTF22abvasuw,143.1117982,29.0057685
ZTF23aaajtan,143.2047584,-5.5361338
ZTF23aahkrlw,143.2917078,67.6147848
ZTF19accloxh,143.3963722,-2.8715406
ZTF20aapifyh,143.4399817,33.0281444
ZTF21aamtsly,143.4619044,52.9195772
ZTF19aacxrzt,143.5905058,14.4883304
ZTF22abygqnq,143.7053659,-22.464317
ZTF18acrncou,143.7438942,32.0920376
ZTF19abymvoy,143.7960102,48.7182867
ZTF19aacijie,143.8657155,53.7701796
ZTF18accdvny,143.9136925,-17.3864469
ZTF18aczdtgn,143.9153124,-5.2517445
ZTF22aadpffd,143.9366206,39.84264
ZTF20acpeyoo,144.1205915,47.9148287
ZTF20aahkgcz,144.1313915,59.4045479
ZTF19aatgaiq,144.3851927,14.643233
ZTF18aahpaoa,144.45552815,12.46405165
ZTF21aaczpca,144.4758909,-20.1112828
ZTF20aaawbxl,144.4894732,6.7414792
ZTF21aaymnuc,144.5076958,-16.8587628
ZTF20aamnvij,144.5233624,24.0115355
ZTF22aaejjtb,144.5366484,11.1303375
ZTF23aadnpbq,144.6468421,-8.8025211
ZTF18acefhxx,144.6784516,9.0829259
ZTF22aaafgwq,144.7000449,48.5753893
ZTF19aadnmgf,144.867761,22.1619821
ZTF18acqxsyi,144.8691655,26.9324628
ZTF22abgbhub,144.8702044,33.8471934
ZTF20acyrhbo,144.942192,19.2188203
ZTF20acugxbm,144.9832486,16.0950396
ZTF22abyznto,145.1853641,5.1725613
ZTF20aawqywr,145.2665717,34.7335861
ZTF19acdtmwh,145.2925779,24.0228651
ZTF18aakaljn,145.2942409,24.0224347
ZTF20acwvluw,145.308885,26.0885906
ZTF20acpylns,145.3441106,15.9612444
ZTF20acnyxln,145.6483947,-3.4902136
ZTF20acwvmms,145.6560193,24.3020981
ZTF22aahgxdt,145.700966,-3.607095
ZTF22abhjvmr,145.760426,14.1487512
ZTF22aaikzzr,145.7904852,3.8642614
ZTF19acvrgde,145.7987679,-8.2493336
Gaia21fst,145.855625,-16.771680555555555
ZTF22aaaimft,145.8556928,-16.7716335
ZTF19acjiegd,145.9380231,33.2609475
ZTF20aafrihv,145.9861944,49.8705671
ZTF22abyszwg,145.9965255,42.633014
ZTF20acwpfvq,146.0234336,-18.1921329
ZTF22abhjuqr,146.0700639,9.6708979
ZTF20acwnrty,146.1000414,22.9790994
ZTF19acdubmt,146.2504424,25.0146143
ZTF18acbznvp,146.3634129,73.389311
ZTF19aapcxiy,146.3701142,-7.61213
ZTF18adazgdh,146.3771314,15.3517018
ZTF19aaptwpu,146.5255425,67.2069724
ZTF20aazlvht,146.5893421,3.0732981
ZTF20aamfpcj,146.6083337,21.2292053
ZTF23aaelxbd,146.6898779,-7.4243995
ZTF19aavqoop,146.7671301,43.1271142
ZTF22abvkkgu,146.8082554,53.820079
ZTF18aaceepu,146.9975945,34.7418167
ZTF23aagjkww,147.0245319,-0.3821585
ZTF20acxycfh,147.0350244,6.8196559
ZTF19acxowwt,147.1269781,57.2402447
ZTF20aarcyhr,147.1746924,47.3450875
ZTF19acekkts,147.1762086,-8.7343819
ZTF22abyzmlx,147.1854735,27.8109297
ZTF18aawmxdx,147.2431678,13.9843724
ZTF21acpocmd,147.2506207,39.2400064
ZTF20aaiaaoi,147.2928801,11.1396326
ZTF19actfpmy,147.32118,-4.1099856
ATLAS22aev,147.43881666666667,6.296647222222222
ZTF20acxznai,147.4541166,7.949255
ZTF20aaawbkz,147.5271003,5.7235992
ZTF19aanonjt,147.5540902,-14.0277044
ZTF19adcdtkw,147.5958418,6.2432491
ZTF23aacxzyy,147.6665423,30.4907951
ZTF18acsouxk,147.8372666,22.7751185
ATLAS22afm,147.85727916666667,-0.0439138888888888
ZTF21aahzspd,148.0047127,21.1741139
ZTF23aagphxh,148.0464494,38.7384693
ZTF19acaqqix,148.1377302,15.8254533
ZTF22abksuwt,148.2946358,7.8751328
ZTF20aaosoct,148.4393099,-4.9922245
ZTF20acwomqh,148.4469878,-5.3353482
ZTF22abtcsar,148.462789,-7.7926732
ZTF23aaehsgs,148.5484584,34.1418053
ZTF20aahdwze,148.5706689,51.6812799
ZTF18acsremz,148.6273162,53.1691372
ZTF20aasmdec,148.6465114,-19.8872289
ZTF20acowuix,148.6778132,45.5551713
ZTF19aavqoyu,148.7417874,37.3828456
ZTF20abasqfx,148.7688719,79.2848563
ZTF21aagrbpi,148.7727972,-15.0093001
ZTF21aasufxv,148.8174952,25.5763728
ZTF22abyktmi,148.922155,-27.6616805
ZTF21aagoliy,149.027072,62.7135856
ZTF20acuspji,149.0411688,-9.3971565
ZTF21aapowty,149.1374801,0.7522992
ZTF21aanyyde,149.1732417,-18.7332354
ZTF22aabitze,149.1771805,-19.9406534
ZTF22aagyrlp,149.1949852,11.9087136
ZTF19adcbyzc,149.22973235,15.70252
ZTF19aaqxcfs,149.2420373,45.2289841
ZTF23aaelwoi,149.2495887,-25.403208
ZTF19aaeyirx,149.2843231,48.9745728
ZTF20acwcfvx,149.3276289,15.2364593
ZTF19aacylzh,149.3287177,4.5856191
ZTF20aaubntq,149.42657475,-12.3825995
ZTF20acpyaap,149.4541817,-13.6295298
ZTF21aagrjag,149.5051101,3.8097066
ZTF19aamgokq,149.5772445,5.1945844
ZTF22absxatm,149.6304023,-2.8209954
ZTF23aabtjoj,149.638926,-24.8570864
ZTF18acbwaax,149.675061,44.511924
ZTF19aaptzar,149.7496857,17.8189419
ZTF19acjnaxa,149.7520601,12.7494094
ZTF23aaotalq,149.7641695,33.4775343
ZTF22aaahull,149.7793576,-18.184039
ZTF23aaepuao,149.8500636,-5.3978355
ZTF19aamggua,149.916321,35.3951245
ZTF19adcetym,149.9220151,49.2581809
ZTF21acidhhs,149.9333861,49.3282495
ZTF20acvagdq,149.9796125,13.0451011
ZTF21acfjxdx,150.2465442,7.1382672
ZTF23aaakftr,150.2680785,-5.1297777
ZTF20acxzqyp,150.2776806,54.7895902
ZTF22abmnzfh,150.2832641,0.2676996
ZTF20acnywhz,150.2880862,-2.3200349
ZTF19aailexm,150.3833893,39.2597492
ZTF19acgjohb,150.4648493,17.6816011
ZTF19aaileug,150.4953427,43.3595319
ZTF20acoxdas,150.5080673,-2.0173103
ZTF22aahwcya,150.5257844,48.9741171
ZTF18adazeua,150.53267985000002,19.1399515
ZTF18acuefvt,150.6447386,25.0280237
ZTF22aacgyip,150.6681388,5.6634615
ZTF23aadwjtg,150.7444145,2.3434116
ZTF18aalurka,150.7787689,-15.4727977
ZTF19aammewd,150.7800569,3.3516855
ZTF23aajqewm,150.7825003,-4.3335348
ZTF18accngfb,150.8117759,15.0785547
ZTF22aaffaah,150.8138359,15.3591657
ZTF20acwombm,150.8405907,2.8388166
ZTF23aaixylr,150.8855465,41.6287876
ZTF20acphdbu,150.9036934,45.2990856
ZTF20acwqjaw,150.932311,-27.8343117
ZTF21aaqzkhx,150.9759904,49.4196087
ZTF20acgkbjz,151.0101086,53.2970624
ZTF23aabrtmn,151.0220131,27.3148169
ZTF19aanjlwx,151.0648022,-8.0366031
ZTF22aamepcs,151.0888529,54.6446292
ZTF22aaeigxr,151.1349325,-16.7736284
ZTF19aavqotz,151.1717616,40.0421004
ZTF23aagygjg,151.1996337,54.5629621
ZTF23aaeeawl,151.2261921,37.3573293
ZTF21aapzgtu,151.2439913,-18.379888
ZTF19acxovkl,151.2508624,-4.8005716
ZTF20aahzyml,151.2749702,-12.1266096
ZTF22abygkts,151.2893288,-4.306059
ZTF23aaclyrt,151.2898104,8.7408012
ZTF20adaftef,151.3117151,21.9109787
ZTF18accdvrb,151.449753,-17.4343947
ZTF18aarcygc,151.4827403,34.4978049
ZTF22abstdmf,151.6385263,-11.4307862
ZTF18adcakbo,151.71350305,3.6226382
ZTF21aaufthj,151.8056644,14.7730619
ZTF21acfabut,151.8243142,57.1048993
ZTF21aaqhwgh,151.8768961,15.0144461
ZTF23aahkmbj,151.884076,-12.9605602
ZTF21aajfpwk,151.9128725,58.2130531
ZTF22abswuoz,152.0025093,39.257912
ZTF20acifwef,152.0330552,19.4261408
ZTF19aaxpjpq,152.1428392,55.5162455
ZTF21aaoekcj,152.3993947,-13.0420579
ZTF19acbvnaw,152.4198293,30.1119011
ZTF21aamjgfp,152.4840107,-19.3382062
ZTF19actfpma,152.4863469,-3.0022716
ZTF21aagrhot,152.542437,6.7509443
ZTF20actvlbq,152.5693706,7.9556655
ZTF19acqdato,152.57007005000003,35.9261244
ZTF19aanbojt,152.7067569,54.2147902
ZTF18acnnxzz,152.7244647,6.7542587
ZTF21aavotzn,152.7927979,54.5508076
ZTF21aaxkckg,152.8419589,41.7883812
ZTF20aagfjlj,152.991265,-1.9516809
ZTF19aawtnqd,153.1031318,59.6596352
ZTF18adazjiq,153.1032817,-15.1813674
ZTF20aajbsxt,153.1249198,41.778288
ZTF18aawmvbj,153.1716184,21.4154301
ZTF18aaermez,153.1785021,39.3737548
ZTF22aacwsjl,153.1927771,10.1776632
ZTF18aahpzhc,153.2345903,46.418115
ZTF20acucbek,153.3681093,35.9544748
ZTF19aaklquv,153.3828672,29.5517064
ZTF21aarycyl,153.4100717,-24.5207216
ZTF19aajwjwq,153.4446381,-8.2563064
ZTF18aabstmw,153.45112925,38.7631226
ZTF19aanjjgr,153.4993928,-19.5901068
ZTF19acgjojy,153.5126779,15.2702176
ZTF22aaabnan,153.5227873,50.1258556
ZTF22aahaasc,153.5535535,-23.6880874
ZTF18abvglon,153.5843072,56.321252
ZTF21aaavhbu,153.614269,12.1591413
ZTF22abnelse,153.6152814,77.8173727
ATLAS22aab,153.66045833333334,-0.8256055555555556
ZTF19aavnzti,153.6906339,75.8083853
ZTF21abaiicy,153.7423848,-3.5390032
ZTF21aaqgrrf,153.7611207,3.7965667
ZTF19aanjjhk,153.7751286,-18.7194899
ZTF19ackjozg,153.7964039,-8.6046797
ZTF18aceynvm,153.8756625,37.9833592
ATLAS22afa,153.9748375,-2.693594444444445
ZTF21aagxmcs,154.0804394,-1.7875179
ZTF20acyxrez,154.0817906,-1.5162678
ZTF22aaacwcc,154.0819282,43.0729611
ATLAS22bgh,154.0820875,43.072969444444446
ZTF21aalgqsv,154.0823761,0.6521407
ZTF21aappcvm,154.0948139,-23.1994634
ZTF20abciflj,154.1401576,65.7744784
ZTF21aarqkes,154.1608972,73.4004997
ZTF19acbvquo,154.1643197,34.5474536
ZTF20aakndsn,154.2401419,-25.1811592
ZTF18aahfeiy,154.3148299,43.523469
ZTF19acbihyi,154.3324999,36.6510382
ATLAS22jls,154.42125416666667,20.798536111111112
ZTF21acqxqds,154.4560613,-7.4067619
ZTF21aahfdaz,154.5965233,13.7478291
ZTF23aakiyjw,154.6102167,-6.8444089
ZTF20acjrytv,154.6490909,11.8937956
ZTF19aaxptsd,154.6628807,75.5242989
ZTF23aadakub,154.6655683,8.3735176
ZTF22aagzcai,154.7363192,62.2549836
ZTF19aauguzk,154.7587116,38.3739611
ZTF18aaaonon,154.7729768,14.404717
ZTF22aaaifbj,154.7832849,5.6913018
ZTF19aavhvkd,154.8469357,44.4085723
ZTF23aaffhua,154.8648992,-27.7387545
ZTF19acmblbi,154.9144828,21.2879101
ZTF18aabukgo,154.9266357,43.36630845
ZTF19aavweum,154.9735194,22.1051116
ZTF22aajrfqn,155.0044285,41.0237335
ZTF20aagwczh,155.0094315,6.631803
ZTF19acgpkye,155.0412701,-3.1087995
ZTF23aacyylg,155.0690659,-6.9030636
ZTF18aarbify,155.0878083,29.4125985
ZTF21aabfson,155.1182576,53.8574394
ZTF23aaakcxv,155.1684906,17.9300713
ZTF21acjotbf,155.2066484,51.7263444
ZTF20aaubotx,155.2378476,0.5736985
ZTF23aadwitm,155.3574119,24.5088187
ZTF22aaaihnr,155.4071045,-4.3131269
ZTF22aabnvrz,155.4289594,24.6684236
ZTF18aaaoaeq,155.5407,10.4400192
ZTF21acqgsri,155.5541738,17.8612375
ZTF23aaemepn,155.5890993,61.9227498
ZTF18acbzojv,155.6174639,36.5996279
ZTF20acithxf,155.6394607,79.8243759
ZTF19acdlaer,155.6544216,8.3777439
ZTF18aarbgdn,155.6712449,15.9390882
ZTF20aatpqps,155.6756114,25.8240442
ZTF19acbvpjn,155.6765456,46.2452621
ZTF19acdtpow,155.687367,52.4559833
ZTF20acotwur,155.689753,-8.6916749
ZTF18aabssme,155.7115117,14.0548199
ZTF20aacbtgq,155.7206842,54.0603754
ZTF18aaqqhis,155.7599705,45.7024759
ZTF19aapdkza,155.8203168,-13.8794233
ZTF20actljfs,155.8214965,-8.38878
ZTF21aasgrpw,155.8276277,-0.4294285
ZTF19aavnwtf,155.834334,41.3948494
ZTF20aatxnxq,155.9436315,8.9410738
ZTF21aaabuoj,155.9537058,-26.4694414
ZTF21acpeirg,156.0083357,40.3454098
ZTF18aabbemk,156.094866,41.7071983
ZTF20acpbbqf,156.094916,41.7072126
ZTF21achkgap,156.1222918,-6.3139123
ZTF20aaourmb,156.2002356,-2.5099122
ZTF19aanramr,156.2070615,44.0351296
ZTF22abzadkd,156.2178883,9.5935289
ZTF19actfqhp,156.2750013,17.2692948
ZTF19adajivt,156.3426379,11.120703
ZTF18acrxppd,156.5140132,64.836497
ZTF22aafdaai,156.5227829,18.4122736
ZTF18aaxnkos,156.5272731,47.27425
ZTF23aaakoaa,156.5479838,18.5120001
ZTF23aajgpos,156.5550755,21.3538624
ATLAS22ajn,156.58949583333333,0.4875805555555556
ZTF18accwjiu,156.6289642,15.3408656
ZTF18aahfbqp,156.6786584,21.7241323
ZTF23aadwigb,156.7026527,31.7730257
ZTF20acjryou,156.7253121,-0.5450889
ZTF20acnznol,156.7987069,10.0248899
ZTF19aabyheu,156.8225462,26.5330131
ZTF19aavnwzv,156.8456423,53.2008149
ZTF22abuafhn,156.8559767,10.7219818
ZTF22aboixdd,156.868329,70.9839667
ZTF18acbwasl,156.8749451,37.8743992
ZTF19aaqwqhu,156.8821164,-26.4105995
ZTF18abxbugc,157.0561454,79.3403892
ZTF21aawlwoy,157.0625586,10.6658509
ZTF19aadnsqj,157.113435,12.7061308
ZTF21aaaodzf,157.1846758,79.8107656
ZTF19aayshvd,157.2444533,8.4795214
ZTF18acusnoa,157.28090609999998,2.1825879
ZTF19aacgslb,157.3415414,29.5106268
ZTF21aarmjai,157.3907499,10.5039044
ZTF18acrdlrp,157.4681958,20.6693795
ZTF18adbidta,157.5163499,-3.1857848
ZTF21ackwihz,157.5368548,12.0613282
ZTF22aadkowq,157.5379096,-1.6676831
ZTF21acipdhn,157.5513282,78.8064881
ZTF19acjnatv,157.5594979,32.2673698
ZTF23aaeozef,157.6049888,3.0788144
ZTF21aaahtln,157.6112514,40.2505927
ZTF22aaaiykj,157.6123483,7.1725522
ZTF22aafracj,157.6642964,-27.2704561
ZTF20aafrjqw,157.7050691,19.7254832
ZTF22aadltbv,157.7322758,36.4880384
ZTF19acymudw,157.7423727,42.6792538
ZTF18aaanzph,157.7434647,23.788356
ZTF21acermmd,157.7900665,72.7880728
ZTF22abmzdzr,157.8364029,-0.6105806
ZTF19acruaaa,157.8470065,20.0829857
ZTF21aaxwytv,157.8741056,6.2426416
ZTF21achjwus,157.9797342,49.3655398
ZTF19aaneugz,158.0050256,18.1606641
ZTF22aaafnry,158.03701,54.2406876
ZTF22abnlwjv,158.0676472,53.6441381
ZTF21aagolqa,158.0713254,43.6591734
ZTF23aaeieqk,158.1667672,12.1804354
ZTF19adaiyud,158.284734,-22.1892589
ZTF20aambbfn,158.3745613,49.3173008
ZTF19aakrawk,158.3756388,-14.9607747
ZTF23aaexcmm,158.385521,41.7641514
ZTF21aardybv,158.4206054,-3.7066704
ZTF18aaemivw,158.4277117,39.4908426
ZTF21aatwlhj,158.4282185,11.8904459
ZTF20abbihor,158.6608837,70.4300126
ZTF19aanesxt,158.6636937,53.9730448
ZTF19aaywtoc,158.6801987,60.6264744
ZTF20aaaxacu,158.6856738,11.0521146
ASASSN-21wl,158.71087083333333,0.6756
ZTF19aapcwdq,158.7447131,28.657092
ZTF22aafytvb,158.7828126,27.420418
ZTF22aadlnaf,158.7829851,27.4205242
ZTF21aamucom,158.8283007,-13.0054021
ZTF17aabtvsy,158.8836183,37.649683
ZTF20aandwrl,158.8985306,22.6406413
ZTF22abynxyi,158.9567805,12.2027817
ZTF22abykahf,159.0833355,44.7008229
ZTF22aaarcds,159.0936644,2.7648949
ZTF22aagsmli,159.1169103,44.882835
ZTF19aauoulb,159.1362003,45.2796329
ZTF19aahygro,159.1508935,-7.1087255
ZTF22aaajazi,159.2018725,-9.4586383
ZTF22abyjtmn,159.2658782,43.6479848
ZTF19aanetjx,159.2928996,25.9035748
ZTF21aappktx,159.3257084,-5.1606649
ZTF21aaejeyu,159.3419833,-7.3668241
ZTF22abtdarf,159.4044646,-7.2703064
ZTF19acmbkmr,159.4045216,36.7106947
ZTF19aagmsrr,159.4099314,37.4581838
ZTF18aahqavd,159.51665400000002,45.25661745
ZTF21ackwgzm,159.5484574,56.1663329
ZTF18acvgyzr,159.5933212,-0.9058181
ZTF23aaaplbq,159.6058214,-9.6337707
ZTF21acefkpy,159.6063725,39.4266212
ZTF18aahqmsr,159.6496356,35.9711962
ZTF18aajhdsz,159.6496479,35.9711813
ZTF22acaucqb,159.6939349,-17.5618969
ZTF20acwyoxc,159.7241881,-0.9418637
ZTF19aauhhjy,159.7678891,39.9723231
ZTF19acyitga,159.7967971,5.1618942
ZTF21acfaugw,159.8109117,20.2984111
ZTF20aclnsts,159.8576366,21.6878934
ZTF18aaqceqh,159.8676906,58.7915452
ZTF18acrgydk,159.95445365,47.60092155
ZTF19acbvrdu,159.955117,66.9134502
ZTF21aaossxf,159.9740085,21.8444596
ZTF19acmbjvi,160.0154926,42.9236551
ZTF19aadsyop,160.0224065,-10.3827474
ZTF18acusmzo,160.0650108,1.888202
ZTF18aawcwsx,160.1392751,47.0401648
ZTF19acaqqng,160.1580095,41.7503897
ZTF21aapehpx,160.159754,78.9120969
ZTF19aanfzox,160.16075,12.2195011
ZTF20acwogqz,160.173185,27.3188846
ZTF20aasfaxj,160.1773259,2.0844035
ATLAS22apj,160.2245875,-29.035475
ZTF18aawnbgg,160.2252179,23.7453601
ZTF21aauufbz,160.2288776,24.7469968
ZTF21abbgkgc,160.2609273,-3.9373311
ZTF22aadkocy,160.3223505,-16.0933257
ZTF18aaxkfos,160.3379047,45.6703396
ZTF23aadwfed,160.3739332,-6.0440923
ZTF21aayyxum,160.3838038,52.6510791
ZTF20acoxmsr,160.3966338,-3.4415267
ZTF18acsucef,160.4243418,66.0097528
ZTF19acxovyh,160.4279967,6.1970648
ZTF19adcdrng,160.4635703,3.5530631
ZTF21aantxma,160.4769548,58.2499978
ZTF20acuimtq,160.519624,69.674599
ZTF19aceqxtg,160.5374439,9.3918514
ZTF22abqwahz,160.6289946,15.7631612
ZTF22abzaduz,160.6774709,14.3277518
ZTF20acxyipy,160.7074989,0.8830262
ZTF21acljfzt,160.7148089,0.864873
ZTF19aarmznp,160.7276474,21.6247156
ZTF22abzrrpn,160.8608962,15.9045518
ZTF22aadlmgg,160.8757751,19.0829887
ZTF21aazvrjy,160.8799217,29.5206476
ZTF19aaripqw,160.8854189,48.4457123
ZTF21aagqdvr,160.8873112,18.6877948
ATLAS22bpx,160.93475833333332,37.180163888888885
ZTF22aaabnwa,160.9348721,37.1799579
ZTF20aamsjws,160.9614373,18.6584084
ZTF22aadknec,160.9751424,-17.7505915
ZTF19aaldqvh,160.9963368,51.112703
ZTF19aakyxsq,161.0040926,16.57864
ZTF22aaailga,161.123081,23.8370732
ZTF21aafjjee,161.1408543,41.5743135
ZTF20aazquhc,161.1457874,39.0946179
ZTF22aakcnxq,161.1682634,3.9409063
ZTF19aaknacv,161.2655469,0.1045368
ZTF20abajsne,161.2694812,2.3190376
ZTF20aaqgmji,161.27110085,23.8099305
ZTF19aawtqdv,161.3276471,35.3219234
ZTF23aadwhmn,161.4084058,54.0334135
ZTF23aadwiyy,161.5125615,18.4724259
ZTF23aaaaxuq,161.5308638,43.7180959
ZTF21aaabvoj,161.6166622,-27.7396665
ZTF23aaftouh,161.8264246,-5.122988
ZTF20acusneh,161.8779066,3.1245486
ZTF22aaajaxq,161.8942777,-10.0047536
ZTF18acbwarv,161.896864,41.7149381
ZTF22aaeaqmz,161.9257019,54.4115086
ZTF23aaaknoj,161.9895325,13.3166005
ZTF19aanjvqr,162.1060775,-25.1599804
ZTF22abtcyos,162.1865169,-4.130068
ZTF21aaahliy,162.186554,0.8790868
ZTF22aaajman,162.2006577,24.7972242
ZTF22absstju,162.2355583,18.2527108
ZTF19aaflnii,162.2465996,22.5468967
ZTF22aalmqrv,162.2871073,42.9157082
ZTF18aahptcq,162.3181042,26.373088
ZTF19acbwaah,162.3276828,22.9826897
ZTF19ackjnuq,162.3414276,17.2237865
ZTF21aagygzv,162.389049,-26.4987557
ZTF21aavbrwr,162.42273,14.4581511
ZTF19aaohyqj,162.4688828,16.6101533
ZTF20aagvvnr,162.4878373,13.9441856
ZTF21aalgszc,162.6006458,0.9269138
ZTF21acjotip,162.6010141,47.4335736
ZTF19adcdtyy,162.6219081,8.8981177
ZTF18acerdie,162.6695384,16.2603801
ATLAS22coi,162.68794583333334,25.194380555555554
ZTF22aaaikzg,162.6879549,25.1944961
ZTF19aamqebl,162.7251515,17.8362775
ZTF22aadmgan,162.7407632,-2.1498104
